Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index,Extracurricular Activities
4,69,9,1,55,No
1,40,9,7,16,No
8,61,4,2,53,Yes
7,57,9,3,51,No
5,85,6,1,72,No
5,44,9,8,33,Yes
7,70,6,5,62,No
5,45,5,8,30,No
8,66,6,7,63,No
6,95,5,8,84,No
5,64,5,4,49,No
9,68,5,5,66,No
2,67,6,6,44,Yes
1,55,5,4,30,No
8,93,6,0,88,No
3,92,8,8,79,No
7,51,5,1,41,Yes
8,59,6,6,55,Yes
6,57,6,7,47,Yes
9,73,6,7,72,Yes
7,94,4,0,83,No
5,92,4,9,79,Yes
8,62,5,6,56,No
2,84,9,8,65,No
7,66,8,2,53,No
4,88,9,7,73,Yes
9,56,5,7,57,No
1,87,7,8,66,Yes
7,60,7,7,52,No
6,89,8,4,80,Yes
8,79,8,4,75,Yes
5,70,8,2,57,No
1,42,4,5,13,No
1,56,4,9,28,No
9,89,7,2,85,Yes
6,97,8,1,86,Yes
5,65,6,6,54,Yes
1,62,9,9,36,No
6,45,7,2,37,Yes
6,67,8,3,57,No
3,47,6,9,25,Yes
8,94,8,7,89,Yes
1,97,5,0,71,Yes
1,84,6,8,56,No
6,47,9,5,36,No
1,58,5,1,28,No
6,77,4,2,66,Yes
1,68,7,4,41,Yes
6,62,8,5,49,Yes
3,86,7,8,71,Yes
8,71,9,1,65,No
6,49,8,4,37,Yes
1,66,5,6,41,Yes
5,88,6,6,74,No
8,40,6,3,31,No
3,78,8,2,57,No
6,68,5,7,58,Yes
5,98,8,1,82,No
6,84,8,4,74,Yes
1,42,8,9,21,No
7,90,6,4,81,Yes
9,86,9,0,87,Yes
2,76,8,6,53,Yes
5,70,6,3,56,Yes
4,50,4,9,35,Yes
6,61,5,1,47,Yes
6,57,4,7,48,No
2,74,8,3,52,Yes
2,45,6,0,19,Yes
4,42,5,7,27,Yes
1,44,7,6,22,Yes
9,48,5,2,41,No
7,67,5,2,58,Yes
7,58,8,6,49,Yes
3,67,4,1,43,No
3,66,4,4,43,Yes
1,52,7,6,27,No
3,77,8,5,61,Yes
3,82,5,9,63,Yes
4,92,9,6,77,No
4,60,4,1,39,No
3,66,4,6,45,No
8,85,6,1,77,Yes
8,45,5,6,34,No
1,77,8,7,51,No
7,88,4,9,82,Yes
2,50,8,7,23,Yes
1,86,5,4,62,Yes
3,80,5,6,60,No
4,92,4,7,75,Yes
6,56,7,3,43,No
5,95,8,1,82,No
4,78,8,6,65,No
8,46,6,0,39,No
4,69,5,1,50,Yes
2,60,5,9,43,Yes
3,40,4,6,19,No
6,64,4,9,49,No
8,71,4,0,64,Yes
8,98,6,6,92,Yes
9,96,7,4,93,No
7,47,4,2,39,No
2,44,4,1,20,No
8,69,9,6,61,No
7,90,4,8,77,No
8,47,6,8,42,Yes
3,88,8,9,72,No
7,58,7,9,46,Yes
9,83,8,7,83,No
3,98,9,1,84,Yes
6,94,5,0,83,No
2,69,5,7,45,Yes
2,54,4,1,31,Yes
5,75,9,3,62,No
5,94,8,3,84,No
7,83,6,1,76,Yes
2,66,7,3,42,Yes
7,52,8,6,46,Yes
5,53,9,5,38,No
6,76,9,9,69,Yes
8,93,8,5,88,No
4,87,7,3,70,No
7,69,8,1,61,No
6,78,8,4,66,No
2,86,7,2,63,No
8,52,6,2,46,No
9,97,9,3,95,Yes
5,55,7,4,41,Yes
4,83,4,1,62,No
6,46,4,5,31,Yes
8,87,4,5,81,Yes
3,94,4,7,76,No
1,94,5,1,70,Yes
4,66,6,7,51,No
4,84,5,7,69,No
1,94,8,3,69,No
9,74,8,6,71,No
3,54,7,6,34,Yes
5,67,4,0,51,Yes
6,74,7,0,60,No
8,46,8,7,43,Yes
6,89,4,0,74,No
3,85,9,2,62,No
6,89,6,5,80,Yes
1,90,8,7,67,Yes
4,85,9,4,65,No
6,59,7,4,47,Yes
7,71,9,3,63,No
3,77,7,3,57,No
9,79,8,6,82,Yes
7,71,5,5,60,No
1,65,6,7,38,Yes
2,97,9,5,78,No
1,78,9,9,54,No
9,59,8,6,59,No
9,57,8,9,55,No
7,89,7,9,84,No
3,54,4,4,32,Yes
5,91,4,5,75,No
4,61,4,0,40,Yes
7,90,7,2,85,Yes
9,61,4,7,56,Yes
2,92,8,2,67,No
8,60,5,0,56,Yes
9,41,5,2,38,Yes
9,79,5,3,79,Yes
7,92,4,7,81,No
9,82,5,8,80,No
9,57,9,3,57,No
3,62,4,6,38,No
4,52,9,0,36,Yes
2,80,8,8,58,No
3,48,9,3,28,Yes
5,88,8,8,74,No
5,46,7,2,32,Yes
6,80,7,4,68,No
7,93,9,0,83,No
7,40,6,2,33,No
1,41,8,4,15,No
2,43,4,5,16,Yes
9,53,6,7,48,No
2,71,8,0,45,No
6,75,4,2,60,No
1,41,8,0,16,Yes
3,79,8,4,61,No
2,89,4,7,67,No
3,90,8,3,70,Yes
5,53,8,8,40,Yes
6,59,8,5,49,Yes
9,64,7,5,63,No
4,81,5,4,63,Yes
7,88,8,9,82,No
6,47,4,4,33,Yes
2,67,9,6,41,No
8,85,8,7,83,Yes
7,60,7,6,53,Yes
7,62,7,0,53,Yes
8,71,9,0,66,No
1,47,8,9,25,Yes
1,70,6,5,44,No
8,76,9,2,66,Yes
4,55,5,8,34,Yes
5,79,4,6,67,Yes
8,81,4,1,74,No
5,66,4,2,52,No
4,79,4,7,64,No
6,80,7,0,71,Yes
5,57,5,4,39,No
7,74,8,9,66,No
7,88,8,0,78,Yes
4,91,6,8,75,Yes
5,54,8,6,37,No
3,92,5,4,71,No
4,66,8,5,47,Yes
4,56,7,2,37,No
3,79,9,2,63,Yes
5,41,8,6,26,Yes
5,88,4,6,71,No
7,89,4,6,80,No
4,70,9,1,54,Yes
4,76,4,1,57,No
9,80,4,4,75,Yes
6,80,7,3,67,No
4,73,7,6,57,Yes
2,73,7,2,52,No
6,90,8,4,78,No
2,94,9,1,72,Yes
5,98,4,0,78,No
6,42,6,8,30,Yes
4,56,9,3,40,No
3,53,6,7,35,No
7,53,4,6,41,No
2,85,5,0,61,No
6,77,9,9,69,Yes
4,74,8,6,55,Yes
6,40,6,1,24,No
4,87,9,2,72,Yes
4,68,9,0,52,Yes
4,43,7,6,26,No
9,72,5,2,66,Yes
7,56,7,5,45,Yes
3,67,5,6,47,No
3,89,5,2,68,No
6,65,8,1,49,No
6,47,9,8,37,No
4,73,7,8,61,Yes
9,98,7,6,97,No
4,57,6,4,38,Yes
9,70,9,3,69,Yes
4,98,4,3,79,No
2,66,4,0,45,Yes
2,55,6,3,29,Yes
5,97,5,6,86,Yes
4,49,6,4,29,No
7,79,6,8,72,Yes
5,51,7,3,37,No
6,61,6,2,51,No
4,55,5,5,39,Yes
2,51,4,3,24,Yes
9,50,8,1,47,No
7,59,9,4,52,No
4,90,6,3,75,No
3,40,9,4,18,No
3,66,6,8,44,No
9,42,9,3,37,Yes
5,51,7,5,37,No
3,69,7,3,50,Yes
5,48,9,0,34,No
2,92,6,1,68,Yes
4,93,6,5,76,No
2,76,5,7,53,Yes
2,40,4,8,16,Yes
8,81,4,3,70,No
1,88,8,5,62,Yes
7,43,4,2,33,No
5,54,8,8,40,No
8,90,7,7,85,Yes
1,66,8,0,43,Yes
7,47,8,1,40,No
5,99,4,9,83,No
4,99,6,8,86,No
7,62,7,9,54,Yes
2,54,5,2,32,Yes
1,66,8,2,40,No
1,70,8,9,45,Yes
1,78,9,8,56,Yes
5,86,8,2,71,Yes
7,47,6,9,38,No
2,69,5,4,45,No
8,97,9,5,93,Yes
4,94,4,2,73,Yes
3,81,7,9,63,No
8,57,6,7,54,Yes
2,43,5,1,18,No
3,86,7,5,65,No
3,82,4,1,64,No
1,61,7,8,35,No
6,42,9,5,31,No
2,54,8,8,26,No
1,74,8,3,46,No
2,86,6,2,65,Yes
6,77,7,1,72,No
4,72,8,7,59,Yes
6,53,6,3,39,Yes
9,87,6,1,85,Yes
8,40,9,8,35,No
1,92,6,7,67,Yes
8,88,4,4,78,No
9,65,8,7,64,No
6,47,8,4,34,Yes
5,89,5,6,70,Yes
6,55,4,4,42,Yes
6,77,8,4,61,Yes
9,49,9,3,45,No
4,81,8,4,66,Yes
2,76,5,6,56,Yes
9,65,7,2,63,Yes
2,67,7,3,44,Yes
9,51,4,7,46,Yes
2,59,6,5,34,No
8,88,5,7,85,No
9,53,5,1,46,No
9,85,8,8,84,Yes
9,74,9,6,74,Yes
2,68,8,4,41,No
4,51,9,6,30,No
7,91,5,1,82,No
2,57,6,3,30,No
1,83,7,6,59,Yes
3,41,4,1,17,Yes
4,41,9,7,26,Yes
8,98,7,9,94,No
6,56,4,9,46,No
2,49,6,4,26,No
9,57,5,4,54,Yes
2,61,6,7,42,Yes
5,58,9,0,42,No
4,97,5,5,80,Yes
7,92,8,1,85,No
8,40,4,0,26,No
5,63,8,6,52,No
5,75,5,3,60,Yes
2,64,4,0,40,No
8,75,4,9,68,No
2,70,8,5,49,Yes
6,70,4,9,59,No
8,41,5,5,32,No
6,58,9,2,47,Yes
4,92,9,5,77,No
4,51,5,9,36,No
6,49,8,8,38,No
4,70,6,5,50,Yes
8,84,5,0,77,No
9,61,9,9,59,No
1,62,5,5,37,No
4,91,4,7,72,Yes
4,62,4,6,41,Yes
2,54,5,7,34,Yes
6,65,8,7,54,No
3,42,6,8,21,Yes
7,62,4,2,50,No
5,59,9,6,49,Yes
4,84,4,5,71,Yes
5,79,9,1,64,Yes
8,96,6,4,90,Yes
3,78,4,2,57,No
7,95,8,4,84,Yes
6,47,9,8,36,No
1,57,4,7,34,No
7,80,4,8,70,No
7,45,5,8,39,Yes
1,66,8,7,42,Yes
9,75,8,7,69,No
6,54,5,5,44,Yes
2,76,9,5,54,No
5,97,7,5,87,Yes
4,44,6,9,28,Yes
7,78,8,5,70,No
8,48,7,8,44,Yes
1,46,9,9,23,No
5,80,6,0,61,No
3,59,8,9,43,Yes
1,49,4,5,22,Yes
3,65,8,7,47,Yes
6,43,6,0,31,No
7,77,7,5,71,Yes
8,63,4,8,59,Yes
4,53,6,5,37,Yes
3,80,9,1,58,Yes
5,40,6,0,24,No
9,56,8,3,52,Yes
6,84,9,5,74,No
9,63,5,9,60,Yes
6,66,5,9,59,Yes
2,46,4,8,20,Yes
5,48,6,4,33,No
9,82,7,6,80,No
8,74,4,5,67,Yes
7,97,9,5,90,No
1,51,4,8,29,No
4,60,8,4,44,Yes
7,42,9,1,37,Yes
7,54,7,7,45,Yes
6,60,6,2,50,Yes
8,49,9,8,44,Yes
6,72,6,4,59,Yes
3,85,6,0,60,No
4,98,4,3,78,Yes
3,91,8,8,73,Yes
1,45,4,0,20,Yes
5,41,5,7,26,Yes
1,68,5,7,42,No
1,94,6,8,71,No
2,79,8,8,57,No
4,72,9,5,55,Yes
6,43,6,4,29,Yes
8,98,9,6,96,No
3,43,6,8,23,No
1,68,4,4,42,Yes
3,76,6,2,54,Yes
3,99,6,8,83,Yes
5,99,8,9,91,Yes
4,59,8,0,42,Yes
4,80,9,0,65,No
9,62,8,9,60,Yes
7,84,6,3,77,No
4,57,8,1,41,Yes
3,88,8,6,67,No
6,64,7,1,53,No
3,40,7,6,21,No
6,93,5,7,82,Yes
9,54,4,7,52,Yes
6,73,4,2,60,Yes
4,87,8,8,71,No
5,59,5,9,45,No
6,93,5,9,82,Yes
3,76,9,9,57,No
8,66,7,5,63,No
4,61,5,3,41,No
8,90,6,7,84,No
3,44,9,3,24,Yes
7,73,8,3,63,No
9,78,6,7,79,Yes
4,42,4,3,20,No
8,56,7,0,50,No
3,63,6,5,43,Yes
7,63,8,7,56,No
3,42,6,2,21,Yes
7,84,6,1,76,Yes
6,46,5,5,34,Yes
2,64,7,0,42,Yes
3,95,4,4,78,Yes
6,42,8,5,28,Yes
4,54,9,7,39,Yes
6,68,9,6,56,No
1,89,8,5,63,Yes
1,68,4,1,38,No
3,49,8,7,29,No
8,71,5,7,67,No
8,62,9,4,57,Yes
4,78,9,2,63,Yes
6,48,6,7,38,No
8,76,5,4,68,Yes
7,91,9,2,82,No
7,79,5,8,70,No
4,53,5,8,32,No
9,43,4,6,43,Yes
6,59,9,7,49,No
3,67,7,4,49,Yes
5,53,4,4,36,No
5,83,4,4,69,Yes
5,73,5,1,57,No
8,52,7,2,47,Yes
9,70,4,7,69,No
9,72,7,5,65,Yes
6,91,9,8,84,Yes
6,78,5,6,66,Yes
9,67,4,5,60,No
4,64,7,3,44,No
6,71,8,6,61,No
4,48,4,3,30,Yes
1,67,4,6,39,Yes
7,97,4,4,85,No
6,70,7,1,58,No
9,56,6,6,53,Yes
7,92,9,7,86,No
7,62,4,9,55,Yes
2,52,8,1,32,Yes
9,94,8,5,94,Yes
9,49,5,3,41,No
6,55,6,4,43,Yes
3,45,6,0,25,No
1,87,7,5,64,Yes
4,50,5,7,37,No
3,97,7,1,79,No
1,91,5,0,62,Yes
3,42,9,8,21,Yes
4,67,6,1,49,Yes
8,80,9,7,77,Yes
9,54,7,4,50,No
3,99,5,1,79,No
6,52,6,4,35,No
5,81,6,8,66,No
6,91,4,5,74,No
4,95,7,2,77,Yes
6,84,4,7,72,Yes
7,56,6,0,48,No
9,46,7,8,42,Yes
7,67,7,8,59,Yes
6,77,9,3,66,Yes
1,52,8,7,27,Yes
2,99,5,2,75,Yes
1,56,8,5,31,Yes
9,54,8,9,51,No
9,75,6,9,74,Yes
7,67,9,7,63,Yes
2,54,5,8,31,No
6,85,8,7,79,No
4,92,8,8,77,No
1,50,7,3,26,Yes
1,95,6,9,69,No
5,70,8,0,56,Yes
2,43,5,6,18,No
4,74,4,9,55,Yes
1,73,4,3,45,Yes
4,91,6,0,74,No
6,66,4,2,56,Yes
4,49,7,6,34,Yes
1,69,7,2,44,Yes
7,84,5,0,73,Yes
2,59,9,6,38,No
9,68,6,7,64,No
3,97,6,4,75,No
8,92,4,5,84,Yes
8,68,8,2,62,No
3,62,8,4,41,No
4,96,9,2,81,Yes
2,89,8,1,66,No
4,60,9,6,45,No
9,87,5,9,84,No
2,82,6,6,60,Yes
3,49,4,7,26,No
4,80,5,0,64,No
5,51,7,1,32,No
1,69,7,1,48,Yes
7,90,7,2,83,Yes
7,72,9,6,62,No
9,57,9,6,55,No
4,53,6,6,36,No
6,61,7,0,52,Yes
2,60,9,1,35,Yes
4,40,9,7,21,No
2,88,8,8,67,No
5,82,9,9,71,Yes
7,91,7,6,87,Yes
1,99,5,0,70,No
7,54,7,3,43,Yes
6,75,8,9,69,No
6,86,7,7,75,No
8,93,4,4,85,Yes
8,61,8,0,56,No
6,71,6,6,55,No
3,97,7,5,78,No
5,85,9,8,71,No
2,93,5,3,68,No
5,72,7,3,60,No
9,97,5,7,95,No
1,80,4,3,51,Yes
5,98,6,2,84,Yes
6,78,9,6,68,No
7,62,8,4,54,Yes
9,82,8,8,79,No
6,94,6,4,83,No
5,41,4,8,28,Yes
7,41,4,5,31,No
1,77,7,5,50,No
5,94,4,5,79,Yes
2,90,7,6,64,Yes
4,68,5,3,53,Yes
7,91,6,3,81,Yes
5,85,5,8,70,Yes
6,99,5,6,85,Yes
2,42,5,9,20,No
3,78,5,5,60,Yes
7,46,8,0,36,Yes
2,75,4,6,49,No
6,68,6,5,56,No
5,94,6,3,79,Yes
1,76,9,7,53,No
4,88,5,6,70,No
2,97,6,7,74,No
4,75,7,8,60,No
1,62,6,0,32,No
2,84,5,2,59,No
8,55,6,1,48,No
6,87,4,2,74,Yes
2,70,5,1,46,No
6,73,8,5,63,Yes
9,89,4,8,87,No
7,40,6,1,29,No
9,57,8,3,51,Yes
5,97,9,4,81,No
7,79,4,4,70,No
7,82,9,0,75,Yes
3,95,7,5,75,No
7,95,4,4,85,No
1,54,8,5,28,Yes
9,87,9,3,84,Yes
6,88,7,5,76,No
5,56,9,8,43,Yes
7,83,6,0,73,No
5,49,5,5,33,No
5,59,9,0,45,Yes
7,45,6,6,38,Yes
7,47,5,3,39,Yes
3,84,5,5,67,Yes
3,73,8,6,53,No
3,71,7,4,50,Yes
6,90,7,8,80,Yes
6,93,4,7,80,No
3,81,6,2,60,No
3,43,8,0,23,No
8,83,9,9,80,No
8,89,6,7,83,No
7,78,9,3,72,No
4,59,9,6,46,No
4,63,9,3,45,No
3,63,4,6,42,No
5,94,4,0,78,Yes
3,65,8,0,43,Yes
8,64,4,1,55,No
7,75,8,4,67,Yes
3,46,4,9,28,No
9,49,7,5,48,No
5,97,8,1,81,No
9,86,7,0,84,No
7,51,7,8,41,Yes
7,40,8,6,31,Yes
6,91,6,7,83,No
2,89,5,5,70,Yes
9,64,4,8,57,Yes
6,55,9,7,45,No
8,44,4,3,37,No
1,58,9,4,33,Yes
5,43,6,1,28,Yes
1,45,5,0,16,No
8,65,6,5,60,No
8,88,5,2,81,Yes
1,78,8,3,54,No
9,95,8,0,94,No
2,94,9,5,74,No
9,78,7,7,76,Yes
1,48,7,9,19,Yes
9,84,9,3,83,No
4,91,8,9,73,Yes
9,53,9,7,52,No
7,87,7,9,81,Yes
6,94,9,2,84,Yes
5,48,8,6,35,Yes
9,54,6,2,53,No
2,76,4,5,55,No
2,89,8,3,66,No
9,92,9,5,87,Yes
3,59,8,6,43,No
8,47,8,7,39,No
9,71,7,5,68,No
8,86,9,3,81,No
4,60,7,8,45,Yes
1,96,9,6,75,No
4,80,7,8,64,No
9,58,7,2,54,Yes
2,68,6,4,45,No
3,97,8,0,75,Yes
8,70,6,7,64,Yes
6,93,7,0,81,Yes
8,45,6,0,39,No
7,43,8,6,38,Yes
5,82,8,7,72,Yes
9,68,7,2,67,Yes
4,81,8,1,66,No
6,42,6,6,32,Yes
2,40,5,9,17,Yes
2,83,8,4,59,Yes
2,94,6,0,70,No
7,54,6,1,41,Yes
2,86,6,2,62,Yes
2,60,8,5,38,No
9,85,5,0,81,No
7,97,7,7,88,No
3,70,7,1,46,Yes
3,46,8,4,25,Yes
7,56,8,7,48,Yes
5,95,4,4,81,Yes
6,58,9,7,49,No
8,78,5,5,72,Yes
9,99,6,6,96,No
1,42,9,7,17,Yes
3,69,6,2,48,Yes
7,74,9,4,69,Yes
6,97,7,9,85,No
7,96,9,6,85,No
8,68,8,8,64,No
6,89,5,5,79,No
3,91,7,9,74,Yes
2,93,9,0,69,Yes
7,53,5,7,44,Yes
1,74,8,5,50,Yes
3,67,6,0,48,Yes
4,97,4,3,77,No
1,69,5,5,46,No
5,65,6,9,51,Yes
3,46,5,0,23,Yes
2,78,5,9,56,Yes
3,70,5,4,47,Yes
8,44,8,2,42,No
6,74,7,6,64,Yes
7,89,5,7,80,Yes
6,86,8,2,73,Yes
6,91,4,9,80,Yes
3,53,7,2,34,No
8,75,8,2,69,Yes
7,66,4,5,54,No
7,63,7,5,56,No
6,79,8,2,66,Yes
5,68,4,5,53,Yes
8,92,8,8,89,Yes
5,84,4,7,70,Yes
9,61,5,6,59,Yes
9,47,5,6,41,No
1,54,7,7,28,No
6,88,4,6,75,No
7,44,5,2,34,No
3,91,7,7,68,No
7,43,6,7,32,Yes
7,50,5,0,44,Yes
2,57,5,9,35,No
7,81,9,4,74,Yes
1,88,8,4,64,Yes
5,69,6,0,57,No
9,54,4,5,46,No
7,45,7,5,36,No
7,94,6,3,85,Yes
2,92,4,5,71,No
8,55,5,5,49,No
3,86,9,0,71,Yes
8,79,7,4,76,Yes
3,48,7,1,26,No
7,82,6,6,74,Yes
2,98,8,8,78,No
4,73,4,8,59,Yes
6,66,9,8,55,No
9,52,9,6,51,Yes
5,75,6,6,57,Yes
9,66,8,0,63,Yes
5,48,8,5,37,No
8,44,8,4,41,No
1,90,7,7,67,No
7,61,4,7,56,Yes
4,70,4,3,51,Yes
5,42,6,0,26,Yes
6,69,5,5,56,No
5,60,6,9,48,Yes
1,74,4,0,52,No
9,45,7,4,42,No
2,67,6,4,41,No
9,71,5,2,64,No
2,81,9,4,57,No
9,76,6,5,72,Yes
6,64,8,4,52,Yes
9,71,5,0,67,Yes
6,74,8,6,61,Yes
6,61,7,2,51,Yes
2,63,4,6,42,Yes
8,78,6,4,71,No
3,93,6,2,74,Yes
7,69,8,5,62,No
5,89,8,0,76,No
3,71,4,5,50,No
1,70,6,3,42,No
8,62,4,3,55,No
3,79,8,4,60,Yes
2,72,9,8,52,Yes
1,64,8,0,36,Yes
4,75,5,2,53,No
8,63,8,3,54,Yes
3,70,8,1,47,Yes
1,97,9,8,70,No
4,78,4,6,62,No
9,85,5,0,82,Yes
1,52,5,8,26,No
2,49,6,5,25,No
9,62,9,1,55,No
2,57,7,0,34,Yes
3,71,6,5,51,No
7,72,6,6,63,No
3,75,6,9,54,No
9,67,5,5,62,No
6,55,4,6,43,No
3,55,8,5,34,Yes
9,57,5,7,56,Yes
1,47,8,1,24,No
3,81,8,8,65,No
1,55,7,8,31,Yes
2,94,6,8,72,Yes
8,95,7,6,90,No
7,50,6,8,43,No
2,45,5,0,23,Yes
2,40,8,2,18,No
9,51,7,1,44,No
6,96,9,0,84,Yes
5,77,5,4,62,Yes
6,67,5,0,56,Yes
9,84,9,2,87,Yes
7,97,6,5,89,No
9,56,8,5,55,No
4,40,6,2,18,No
2,71,6,3,46,No
8,47,5,6,42,Yes
4,93,6,5,72,Yes
9,79,4,1,75,No
4,95,9,8,79,No
8,82,9,5,78,No
9,85,8,1,81,Yes
9,63,9,6,63,Yes
4,49,6,9,35,Yes
1,86,6,9,63,No
3,78,7,3,59,No
9,78,8,0,76,No
4,49,8,9,33,Yes
5,75,9,8,62,No
7,64,6,9,58,Yes
5,99,4,7,82,No
4,89,7,4,73,No
2,98,4,2,75,Yes
2,96,6,3,71,Yes
4,49,8,2,30,No
9,58,8,9,58,Yes
8,85,4,7,80,Yes
3,84,5,4,65,Yes
9,54,6,7,51,Yes
5,55,8,0,44,Yes
3,41,9,8,23,No
5,68,5,9,56,No
4,43,8,2,25,No
8,92,9,0,89,No
5,89,8,2,75,Yes
8,68,5,1,60,No
9,70,4,6,64,Yes
4,56,6,9,40,No
7,49,5,3,37,No
2,66,5,6,42,Yes
6,92,8,2,78,No
8,80,9,5,72,No
7,54,5,6,44,No
7,99,6,6,89,No
8,83,4,4,77,No
7,70,9,5,62,No
5,60,4,2,46,No
7,99,4,3,94,Yes
3,98,6,5,80,No
5,97,8,2,83,No
7,80,9,6,74,No
9,85,9,2,85,No
2,84,6,8,61,No
4,99,9,3,85,No
7,65,5,1,58,Yes
1,77,7,5,52,No
2,90,7,8,69,No
9,75,7,9,78,Yes
7,91,4,9,82,Yes
7,56,9,1,47,No
6,90,6,3,79,No
3,42,9,4,21,No
3,53,6,8,33,Yes
2,88,9,6,65,Yes
6,52,4,4,35,No
4,80,5,5,63,No
5,66,7,8,50,Yes
3,40,7,3,18,Yes
6,96,9,1,88,Yes
3,56,4,4,35,Yes
8,87,7,6,82,No
9,89,9,3,87,Yes
4,73,8,0,59,Yes
9,53,9,7,56,No
7,93,6,4,86,Yes
3,94,7,9,70,No
7,98,7,1,90,Yes
1,56,8,2,28,No
3,42,5,9,21,Yes
6,73,9,9,64,No
4,79,5,4,61,No
7,64,9,3,54,Yes
3,41,8,8,20,No
1,73,5,8,49,No
9,65,4,7,65,Yes
6,70,8,1,61,No
8,48,9,4,40,No
3,69,6,7,49,Yes
8,59,6,7,52,Yes
2,60,6,6,38,No
4,68,9,3,51,No
3,98,7,2,76,No
1,64,8,7,42,No
7,77,8,7,68,No
2,97,5,9,77,Yes
4,83,8,4,65,No
9,64,8,2,63,Yes
6,48,5,4,35,Yes
8,78,8,3,71,Yes
2,83,8,7,64,Yes
7,65,4,1,53,No
6,96,9,7,87,No
9,76,5,9,71,No
7,55,4,5,43,Yes
1,76,7,3,54,Yes
8,51,5,2,44,No
3,63,9,9,45,Yes
2,65,8,4,42,No
3,59,8,5,38,Yes
6,48,4,0,36,Yes
3,62,4,0,43,Yes
5,78,7,9,67,Yes
6,68,7,2,58,Yes
8,70,9,1,64,Yes
7,58,8,0,51,Yes
8,59,6,7,57,No
3,62,7,0,40,No
4,82,8,9,68,Yes
6,66,7,7,58,Yes
7,69,5,4,63,No
9,60,4,3,56,Yes
1,83,8,7,60,No
8,74,7,7,68,No
8,88,4,7,82,No
6,46,6,2,33,No
4,61,7,7,47,No
3,49,8,0,32,Yes
3,62,5,3,39,Yes
6,54,4,4,41,No
8,69,4,5,61,Yes
7,73,5,4,63,No
1,52,8,4,27,Yes
6,99,9,4,88,Yes
7,43,6,8,35,Yes
7,57,9,9,48,Yes
9,95,5,9,95,Yes
5,62,6,2,48,Yes
1,72,8,1,45,Yes
2,73,7,9,49,Yes
4,73,7,1,57,No
5,75,9,7,61,No
9,74,8,4,75,Yes
1,56,6,4,26,Yes
3,67,9,5,47,Yes
5,53,5,8,37,No
3,73,9,6,55,Yes
4,87,8,4,73,Yes
3,50,8,4,30,No
4,96,7,9,80,No
1,52,5,8,24,No
8,72,7,8,66,Yes
4,96,6,1,77,No
7,94,6,6,86,Yes
2,41,4,9,13,No
2,73,8,0,52,Yes
6,92,5,3,80,Yes
2,68,5,1,44,Yes
6,76,7,9,68,No
2,43,9,8,23,Yes
4,51,9,5,36,Yes
7,65,7,3,58,Yes
8,97,9,2,91,No
3,67,5,3,48,Yes
9,42,7,1,40,Yes
2,59,9,4,33,Yes
8,49,4,8,46,Yes
8,91,8,5,87,No
4,57,4,1,39,Yes
1,92,9,5,70,No
1,92,6,8,67,No
2,92,5,3,68,Yes
9,66,4,0,61,No
2,70,4,1,51,No
2,66,7,4,43,No
6,81,7,9,70,Yes
7,40,7,6,34,No
7,45,9,7,33,No
9,50,6,2,46,Yes
6,73,4,8,60,Yes
8,78,8,1,73,No
6,59,7,3,47,No
2,92,6,3,67,No
1,60,9,5,37,Yes
5,60,6,9,44,No
9,57,7,5,55,Yes
8,60,5,2,52,No
4,58,4,8,42,No
5,43,7,4,28,Yes
5,52,8,1,31,No
6,57,4,5,42,Yes
3,91,6,2,71,No
5,68,8,7,54,Yes
2,64,4,2,42,Yes
1,95,8,4,68,No
1,52,6,3,27,Yes
7,66,7,3,59,No
2,99,8,1,77,Yes
4,58,7,7,43,Yes
5,88,6,2,73,Yes
7,40,6,3,31,No
2,77,8,5,55,Yes
6,58,8,8,49,Yes
1,91,6,3,65,Yes
7,40,8,2,30,No
9,79,8,4,75,No
5,56,8,8,43,Yes
5,60,9,0,49,Yes
4,61,8,4,44,No
3,54,4,3,35,Yes
9,89,6,4,88,Yes
5,78,6,6,65,Yes
8,87,5,6,82,Yes
9,78,7,6,76,Yes
5,71,5,0,54,Yes
9,88,8,8,90,No
2,43,8,6,23,Yes
9,83,4,3,79,Yes
4,84,4,3,65,No
6,71,4,1,59,No
6,43,4,5,28,No
6,92,4,9,79,No
2,40,4,2,11,Yes
7,72,4,0,61,No
6,46,4,4,36,Yes
1,48,9,5,22,No
2,40,4,4,20,No
7,55,6,4,45,No
1,57,4,9,32,Yes
1,93,7,7,68,No
1,86,4,9,55,No
8,45,9,0,38,No
4,41,8,7,23,Yes
4,48,9,6,33,Yes
2,43,9,0,22,No
1,84,8,8,60,Yes
9,62,4,3,58,No
7,93,4,6,84,Yes
4,82,8,2,67,No
6,84,7,7,79,Yes
2,82,5,3,61,No
7,90,6,1,80,Yes
2,47,8,1,27,Yes
8,78,4,7,72,No
8,64,6,7,61,No
1,55,4,0,25,Yes
8,74,5,5,67,No
2,56,5,8,33,No
6,57,8,8,46,No
1,99,6,1,73,No
5,66,9,7,54,Yes
7,54,6,7,44,No
1,99,9,3,74,Yes
2,56,5,3,31,Yes
7,82,4,4,73,No
6,44,9,9,34,No
3,55,9,6,36,Yes
2,54,8,0,27,No
4,81,7,8,66,No
3,85,5,2,66,Yes
7,73,9,3,64,Yes
8,87,5,6,82,Yes
2,58,8,4,34,No
7,47,4,4,38,No
